moral_t_tox,moral_f_tox,commonsense_t_tox,commonsense_f_tox,justice_t_tox,justice_f_tox
0.9995365142822266,0.5791907906532288,0.7481123805046082,0.9864288568496704,0.8705053329467773,0.6426693201065063
0.4005735218524933,0.4773018956184387,0.5858263969421387,0.9580555558204651,0.5425119400024414,0.5754973292350769
0.2659757137298584,0.40756306052207947,0.5321429371833801,0.46519073843955994,0.40874937176704407,0.3529503047466278
0.23581305146217346,0.3640127182006836,0.38186410069465637,0.46375182271003723,0.39451777935028076,0.30015313625335693
0.23555979132652283,0.32621636986732483,0.372689813375473,0.45016783475875854,0.36731135845184326,0.27586492896080017
0.23226985335350037,0.30635884404182434,0.356254518032074,0.39531561732292175,0.3557398319244385,0.2739100158214569
0.22935357689857483,0.28460559248924255,0.31471091508865356,0.3465560972690582,0.3475114703178406,0.26493629813194275
0.20841288566589355,0.2819134294986725,0.3053485155105591,0.3463763892650604,0.3454777002334595,0.23555037379264832
0.20114515721797943,0.2643870711326599,0.2857799232006073,0.2824723422527313,0.33495286107063293,0.23251359164714813
0.19630886614322662,0.2634183168411255,0.26643258333206177,0.28157636523246765,0.331988126039505,0.23031435906887054
0.18789850175380707,0.25762274861335754,0.26119884848594666,0.2552669644355774,0.27378562092781067,0.2164108157157898
0.18712839484214783,0.25357943773269653,0.25783780217170715,0.2327907830476761,0.2697853446006775,0.20428788661956787
0.1869226098060608,0.23770150542259216,0.2541336119174957,0.228065624833107,0.2137656956911087,0.20380891859531403
0.18403029441833496,0.21947769820690155,0.24691013991832733,0.22772379219532013,0.1902473121881485,0.20132671296596527
0.18156173825263977,0.21241912245750427,0.21628591418266296,0.21267792582511902,0.1855091154575348,0.19847193360328674
0.17727388441562653,0.20440953969955444,0.21090851724147797,0.2014864832162857,0.17857573926448822,0.1899714320898056
0.17582139372825623,0.20032185316085815,0.20890934765338898,0.20056453347206116,0.17674599587917328,0.1820545196533203
0.17193125188350677,0.19642800092697144,0.20593535900115967,0.19530722498893738,0.17595721781253815,0.18041807413101196
0.17167572677135468,0.19494609534740448,0.20351572334766388,0.18739379942417145,0.16950808465480804,0.18040862679481506
0.17102758586406708,0.18843673169612885,0.20051157474517822,0.18367411196231842,0.16907113790512085,0.17062020301818848
0.16926904022693634,0.18826113641262054,0.19562046229839325,0.17598633468151093,0.16763849556446075,0.1697063446044922
0.16169136762619019,0.18770505487918854,0.19444973766803741,0.17377570271492004,0.1667841523885727,0.16967324912548065
