moral_t_tox,moral_f_tox,commonsense_t_tox,commonsense_f_tox,justice_t_tox,justice_f_tox
0.668231725692749,0.9195757508277893,0.9972125887870789,0.8397805094718933,0.9919121265411377,0.6669254302978516
0.5955544114112854,0.5080245733261108,0.6144698858261108,0.8115209937095642,0.5485509634017944,0.6305700540542603
0.3709205687046051,0.4121692180633545,0.45846104621887207,0.5054640769958496,0.3484761416912079,0.5256901979446411
0.32526373863220215,0.36431559920310974,0.41879794001579285,0.4506525993347168,0.3347291648387909,0.33840805292129517
0.3239716589450836,0.33778446912765503,0.3731890320777893,0.4222559630870819,0.32067054510116577,0.329174280166626
0.32287395000457764,0.2930057942867279,0.28583845496177673,0.35614529252052307,0.31173235177993774,0.3027581572532654
0.30549395084381104,0.2908572554588318,0.2689131200313568,0.304595947265625,0.2325790375471115,0.2975519001483917
0.275823712348938,0.27535516023635864,0.26885467767715454,0.2528323233127594,0.23022548854351044,0.27997952699661255
0.24908509850502014,0.2723647654056549,0.26137593388557434,0.239864781498909,0.21652927994728088,0.2517978250980377
0.2471434324979782,0.2558682858943939,0.23748700320720673,0.2360686957836151,0.20686526596546173,0.22704054415225983
0.21618622541427612,0.24714265763759613,0.2339865267276764,0.23372818529605865,0.20290742814540863,0.21594315767288208
0.2050238400697708,0.24688464403152466,0.2080979347229004,0.22313275933265686,0.19458916783332825,0.21560664474964142
0.20037172734737396,0.24551808834075928,0.20406107604503632,0.21433965861797333,0.1901785135269165,0.2070370614528656
0.19839268922805786,0.23161554336547852,0.1974906325340271,0.20938143134117126,0.1804545670747757,0.192839115858078
0.19266586005687714,0.22261781990528107,0.19681601226329803,0.20918864011764526,0.17735996842384338,0.18556785583496094
0.19206972420215607,0.21706420183181763,0.18605461716651917,0.19400246441364288,0.17712323367595673,0.170088991522789
0.19132886826992035,0.2163417786359787,0.1805870682001114,0.18951177597045898,0.17132236063480377,0.1638067066669464
0.18819865584373474,0.21435992419719696,0.17630892992019653,0.18403445184230804,0.169178307056427,0.16250962018966675
0.18775787949562073,0.20934461057186127,0.17603671550750732,0.1803249716758728,0.1678818017244339,0.15502049028873444
0.18480882048606873,0.2003791332244873,0.16491499543190002,0.17229962348937988,0.14928507804870605,0.14731235802173615
0.17927664518356323,0.19702324271202087,0.15369457006454468,0.16997237503528595,0.14562584459781647,0.14544042944908142
0.1788254976272583,0.19497033953666687,0.15262287855148315,0.1663123518228531,0.14466306567192078,0.14062131941318512
0.17447875440120697,0.18258582055568695,0.1525111347436905,0.16019685566425323,0.14349374175071716,0.13847091794013977
0.17416147887706757,0.1771954447031021,0.14625930786132812,0.15556001663208008,0.13945749402046204,0.1356746405363083
0.17288631200790405,0.17569506168365479,0.1461261808872223,0.15476581454277039,0.13668318092823029,0.1315748244524002
