moral_t_tox,moral_f_tox,commonsense_t_tox,commonsense_f_tox,justice_t_tox,justice_f_tox
0.25407013297080994,0.5652956962585449,0.978158175945282,0.9926393032073975,0.6530907154083252,0.5007235407829285
0.17579086124897003,0.3165663480758667,0.900203287601471,0.580406665802002,0.41208261251449585,0.3669569194316864
0.17383649945259094,0.24432487785816193,0.8879584074020386,0.5438714027404785,0.39380913972854614,0.2517628073692322
0.10477851331233978,0.17836609482765198,0.8139140009880066,0.5204151272773743,0.19232463836669922,0.22672662138938904
0.09417437762022018,0.15749457478523254,0.31893548369407654,0.3075830042362213,0.17834720015525818,0.21719864010810852
0.09108645468950272,0.1555660516023636,0.2795713245868683,0.27046990394592285,0.161950021982193,0.18921388685703278
0.08013691008090973,0.14660048484802246,0.21364717185497284,0.2619764804840088,0.14693471789360046,0.18912427127361298
0.06637877225875854,0.1434895545244217,0.18910929560661316,0.18873606622219086,0.1460323929786682,0.15038461983203888
0.059601571410894394,0.14179161190986633,0.17836646735668182,0.17991898953914642,0.13473042845726013,0.14870186150074005
0.04950389638543129,0.1328904628753662,0.17700065672397614,0.16570493578910828,0.12219633162021637,0.12704651057720184
0.0456848181784153,0.1264285445213318,0.17570388317108154,0.1649993509054184,0.11384088546037674,0.10960465669631958
0.04378419369459152,0.11695990711450577,0.16677998006343842,0.1610487550497055,0.10921887308359146,0.10436267405748367
0.042116958647966385,0.10628974437713623,0.15979163348674774,0.13820934295654297,0.1074289008975029,0.09669716656208038
0.04076803848147392,0.0976247489452362,0.1587863713502884,0.12933455407619476,0.10298081487417221,0.0965602919459343
0.03910471126437187,0.09621690213680267,0.1432025134563446,0.1257285177707672,0.10199619084596634,0.09532347321510315
0.03626571223139763,0.09268014878034592,0.1307837963104248,0.11697942763566971,0.10135964304208755,0.0949949398636818
0.033293887972831726,0.08943571150302887,0.1213078573346138,0.1021004468202591,0.09842784702777863,0.08317086845636368
0.03025275282561779,0.08007615804672241,0.09699447453022003,0.08497264981269836,0.08951202780008316,0.07953653484582901
0.03020637109875679,0.07148279249668121,0.09417662024497986,0.08161262422800064,0.08484052866697311,0.07685672491788864
0.02823615074157715,0.04739886149764061,0.08738292753696442,0.08136960864067078,0.08260912448167801,0.073706716299057
0.02801503613591194,0.04610498249530792,0.08141336590051651,0.07537635415792465,0.07345131039619446,0.06081986799836159
0.027088360860943794,0.04355735331773758,0.08035436272621155,0.06675338745117188,0.07283858209848404,0.05836636573076248
0.02594757080078125,0.040527790784835815,0.07940893620252609,0.06441809982061386,0.07002592086791992,0.05732578784227371
0.025666508823633194,0.0401419922709465,0.07828595489263535,0.06105254590511322,0.06939484179019928,0.056975189596414566
0.024103807285428047,0.040124185383319855,0.07680781930685043,0.06096567213535309,0.06332631409168243,0.047226306051015854
0.02240966074168682,0.026958348229527473,0.07022842764854431,0.06050499156117439,0.06225164234638214,0.042596593499183655
0.022015687078237534,0.024333542212843895,0.05932871624827385,0.05178308114409447,0.06037920340895653,0.041866764426231384
0.021264879032969475,0.022075768560171127,0.057896967977285385,0.04995090886950493,0.05848594009876251,0.04160311818122864
0.020411819219589233,0.02054610662162304,0.05671849101781845,0.04752947762608528,0.05833599343895912,0.03790599852800369
0.01859867013990879,0.020130140706896782,0.05645814538002014,0.04674913361668587,0.05542125925421715,0.03512287512421608
0.017234094440937042,0.019854895770549774,0.05047548562288284,0.045689892023801804,0.055414795875549316,0.033433735370635986
0.0170096717774868,0.01858627051115036,0.050372809171676636,0.044557079672813416,0.04951540753245354,0.03143136948347092
0.016997136175632477,0.01856599934399128,0.04983659088611603,0.035228487104177475,0.04746582359075546,0.031149744987487793
0.01508456189185381,0.018288319930434227,0.049156732857227325,0.03472236543893814,0.04735659807920456,0.03042764402925968
0.014727347530424595,0.018024209886789322,0.04528495669364929,0.03340522572398186,0.04268928989768028,0.02937145158648491
0.013606186024844646,0.017822343856096268,0.044761862605810165,0.03291715681552887,0.03886730223894119,0.02856634557247162
0.012671570293605328,0.017348947003483772,0.04368821904063225,0.03290214017033577,0.03681712597608566,0.027228744700551033
0.012377924285829067,0.01711347885429859,0.04315384104847908,0.03223234787583351,0.036666546016931534,0.026959486305713654
0.012059863656759262,0.016751110553741455,0.03992978483438492,0.027374254539608955,0.03623975068330765,0.02568388730287552
0.012036354281008244,0.016658900305628777,0.03909141942858696,0.02495572715997696,0.035517044365406036,0.024581626057624817
0.011794320307672024,0.01652781292796135,0.03831308335065842,0.024622637778520584,0.03479691967368126,0.02340998314321041
0.011667369864881039,0.015620552003383636,0.036308277398347855,0.02420887164771557,0.03421992436051369,0.02276088483631611
0.010394933633506298,0.013638228178024292,0.034907300025224686,0.023759879171848297,0.031404294073581696,0.02195327915251255
0.009714392013847828,0.013623288832604885,0.02860792726278305,0.023266615346074104,0.030628832057118416,0.021381275728344917
0.009581238962709904,0.012585091404616833,0.028540251776576042,0.023105230182409286,0.029906246811151505,0.02098565548658371
0.009311266243457794,0.012228240258991718,0.0246580820530653,0.022389739751815796,0.029523391276597977,0.019300702959299088
0.00928605254739523,0.011695418506860733,0.02418738789856434,0.021321464329957962,0.029092760756611824,0.019064610823988914
0.00910456944257021,0.010911180637776852,0.02412514016032219,0.020835014060139656,0.02803329937160015,0.017826851457357407
0.00868450477719307,0.010849041864275932,0.024038955569267273,0.020526859909296036,0.02334566041827202,0.01728760078549385
0.00825800932943821,0.010489249601960182,0.023985842242836952,0.019390257075428963,0.022808736190199852,0.017072053626179695
0.007910785265266895,0.010359176434576511,0.020686618983745575,0.019122278317809105,0.020421484485268593,0.01628807559609413
