moral_t_tox,moral_f_tox,commonsense_t_tox,commonsense_f_tox,justice_t_tox,justice_f_tox
0.3577535152435303,0.8970851302146912,0.989844799041748,0.9982249140739441,0.9666173458099365,0.9810501933097839
0.3251952826976776,0.7176510691642761,0.9694749712944031,0.9944096207618713,0.9661390781402588,0.8921822309494019
0.31162506341934204,0.4831068217754364,0.7701538801193237,0.298115611076355,0.9341150522232056,0.4400009512901306
0.2892491817474365,0.29999756813049316,0.6330584287643433,0.27814382314682007,0.7268168926239014,0.3797592520713806
0.24350494146347046,0.2737496495246887,0.3366985619068146,0.261418879032135,0.6615191698074341,0.3209502100944519
0.24204078316688538,0.24396264553070068,0.31742751598358154,0.24077647924423218,0.5531667470932007,0.3161736726760864
0.17603304982185364,0.22312189638614655,0.2590819001197815,0.23897795379161835,0.4669574797153473,0.30346038937568665
0.1733241230249405,0.21672065556049347,0.23048612475395203,0.21269744634628296,0.373463898897171,0.25713756680488586
0.1571534425020218,0.20933641493320465,0.2198965698480606,0.202618807554245,0.24628497660160065,0.22351853549480438
0.15581442415714264,0.20243695378303528,0.2111663520336151,0.18123237788677216,0.2450363039970398,0.1976936161518097
0.13771560788154602,0.1953546404838562,0.191120907664299,0.17702843248844147,0.23191754519939423,0.18686802685260773
0.1286633014678955,0.1933654248714447,0.1828223168849945,0.17501062154769897,0.23174557089805603,0.1796616017818451
0.12412036955356598,0.19205133616924286,0.176999032497406,0.16363480687141418,0.2207425981760025,0.1760816127061844
0.12157554179430008,0.182522714138031,0.1575855165719986,0.16042540967464447,0.20341366529464722,0.17375266551971436
0.12036853283643723,0.17985525727272034,0.1497637778520584,0.15083344280719757,0.18249191343784332,0.17007920145988464
0.11609137803316116,0.17727158963680267,0.14940737187862396,0.15030121803283691,0.17345663905143738,0.16580596566200256
0.10946741700172424,0.16339175403118134,0.1481277346611023,0.13425356149673462,0.17205961048603058,0.164329394698143
0.10751718282699585,0.16312415897846222,0.14777535200119019,0.13415078818798065,0.17185485363006592,0.15554341673851013
0.10566249489784241,0.15742072463035583,0.1440693438053131,0.128035306930542,0.16241924464702606,0.1550736278295517
0.1019182801246643,0.13047254085540771,0.14129969477653503,0.12704354524612427,0.15964610874652863,0.14226381480693817
0.0994226410984993,0.12899348139762878,0.139669269323349,0.1251528114080429,0.15169507265090942,0.138572558760643
0.08992481231689453,0.1287270039319992,0.13502369821071625,0.12431551516056061,0.14877115190029144,0.13435573875904083
0.08942986279726028,0.11963459849357605,0.12891697883605957,0.12426355481147766,0.13525758683681488,0.13270677626132965
0.08846024423837662,0.11943709850311279,0.12461664527654648,0.1222032830119133,0.1339694708585739,0.12950193881988525
0.0656452476978302,0.11731299757957458,0.12337155640125275,0.11906489729881287,0.13239891827106476,0.12335523217916489
0.05737045779824257,0.10957881063222885,0.12087263911962509,0.11723895370960236,0.1299585998058319,0.12034156173467636
0.053530625998973846,0.10472796112298965,0.11961952596902847,0.11569984257221222,0.11329466104507446,0.11290659755468369
0.05305841192603111,0.1027483195066452,0.11812727153301239,0.11301586031913757,0.10722127556800842,0.10271023213863373
0.05300350859761238,0.0980711579322815,0.11716587841510773,0.10900475829839706,0.10228640586137772,0.09672097116708755
0.05062852427363396,0.0977369099855423,0.11557173728942871,0.10891160368919373,0.10104084759950638,0.09369438141584396
0.04944194108247757,0.096712626516819,0.10866063088178635,0.10877346247434616,0.10006961971521378,0.09096434712409973
0.04881533980369568,0.0885065421462059,0.10853675752878189,0.10442106425762177,0.09229781478643417,0.08923478424549103
0.048023633658885956,0.08290117979049683,0.10852374136447906,0.10199905931949615,0.09151133894920349,0.08610314875841141
0.04774712398648262,0.08282649517059326,0.10546280443668365,0.09954500198364258,0.09147479385137558,0.08488249778747559
0.04220797121524811,0.08275629580020905,0.10431604832410812,0.09935080260038376,0.09097547084093094,0.08068236708641052
0.04014209285378456,0.0819612592458725,0.09885069727897644,0.09883911907672882,0.08709588646888733,0.0806342139840126
0.04011959210038185,0.08040530234575272,0.09684532880783081,0.09855632483959198,0.08632595837116241,0.07289580255746841
0.0393499992787838,0.07877439260482788,0.09297650307416916,0.09712813049554825,0.08557496219873428,0.07214459776878357
0.038909949362277985,0.07858215272426605,0.09208638966083527,0.09669055044651031,0.07778821140527725,0.0696459487080574
0.03667290136218071,0.07805997878313065,0.08613170683383942,0.09191764891147614,0.07776013016700745,0.0619763545691967
0.03632216528058052,0.07774247229099274,0.08496025949716568,0.0915103405714035,0.06938193738460541,0.060853634029626846
0.03374626860022545,0.0733305960893631,0.08310464769601822,0.08833158016204834,0.06928613781929016,0.05603206902742386
0.033338334411382675,0.06817858666181564,0.08278357982635498,0.07916655391454697,0.06828302890062332,0.05591341108083725
0.033312153071165085,0.06574759632349014,0.08124729245901108,0.07644457370042801,0.06658989191055298,0.055549100041389465
0.03228174149990082,0.062219150364398956,0.08077777177095413,0.07563385367393494,0.06633079797029495,0.05035499855875969
0.03114272467792034,0.0619901642203331,0.07965515553951263,0.07539636641740799,0.062001850455999374,0.049956467002630234
0.027992453426122665,0.05823197215795517,0.07815220952033997,0.0701713114976883,0.05961146205663681,0.04988063871860504
0.027907274663448334,0.04913252219557762,0.07750949263572693,0.06803527474403381,0.05894138291478157,0.049476880580186844
0.0269707590341568,0.048514872789382935,0.07724042236804962,0.06526587903499603,0.05815044045448303,0.04352644085884094
0.026562949642539024,0.046831246465444565,0.06837750971317291,0.06387894600629807,0.055654339492321014,0.043454863131046295
0.026166902855038643,0.03944113105535507,0.06832219660282135,0.0618937648832798,0.05561523139476776,0.04161612689495087
0.024390913546085358,0.03678595647215843,0.06788552552461624,0.05927727371454239,0.05495331436395645,0.040720995515584946
0.023518122732639313,0.035874657332897186,0.06783130019903183,0.05897331237792969,0.051520682871341705,0.04015339910984039
0.022694868966937065,0.031812336295843124,0.06776472181081772,0.05858180671930313,0.051510363817214966,0.03647541627287865
0.020660022273659706,0.0295249130576849,0.06757589429616928,0.0582488514482975,0.04770505800843239,0.0350973904132843
0.019996680319309235,0.026509437710046768,0.06154443323612213,0.05711344629526138,0.04732900485396385,0.03501145914196968
0.018928280100226402,0.026420019567012787,0.059911344200372696,0.053201090544462204,0.046553876250982285,0.03483712300658226
0.018778571859002113,0.026002738624811172,0.05937770754098892,0.05227621644735336,0.044633008539676666,0.03470218926668167
0.018114471808075905,0.025608941912651062,0.05631006509065628,0.051595065742731094,0.04202769324183464,0.03305269405245781
0.01780845783650875,0.025506656616926193,0.055926363915205,0.04906850680708885,0.041434403508901596,0.033046904951334
0.01620030216872692,0.024556560441851616,0.052212707698345184,0.04786476492881775,0.041083913296461105,0.03177361935377121
0.016114944592118263,0.023810265585780144,0.051398374140262604,0.04697231203317642,0.04058707132935524,0.028694981709122658
0.01505761593580246,0.022697502747178078,0.04953621327877045,0.042152196168899536,0.04004882648587227,0.028569059446454048
0.014979605562984943,0.02179279737174511,0.04796524718403816,0.03653496876358986,0.03866800293326378,0.028304962441325188
0.012814879417419434,0.021719424054026604,0.0471801832318306,0.03068583272397518,0.038497064262628555,0.027500059455633163
0.012130381539463997,0.018776927143335342,0.045255109667778015,0.030248964205384254,0.03822211176156998,0.02704823575913906
0.012045240961015224,0.017884256318211555,0.044713735580444336,0.030242333188652992,0.037235308438539505,0.026079086586833
0.011593082919716835,0.017363350838422775,0.04402649402618408,0.02914532646536827,0.0371972993016243,0.02465761825442314
0.011252372525632381,0.017261000350117683,0.0431637167930603,0.02785281464457512,0.035335417836904526,0.024506110697984695
0.010672813281416893,0.01690155826508999,0.04175766184926033,0.025971367955207825,0.03483075648546219,0.02216937765479088
0.010586579330265522,0.01687147654592991,0.04143688827753067,0.02566860429942608,0.034648288041353226,0.022119445726275444
0.010411512106657028,0.016524627804756165,0.03545243293046951,0.02530997432768345,0.033564623445272446,0.020623646676540375
0.00971766747534275,0.01618720032274723,0.034140657633543015,0.0252641923725605,0.029948165640234947,0.02024235762655735
0.009291998110711575,0.013401295058429241,0.03012232668697834,0.023845253512263298,0.0291836429387331,0.018701836466789246
0.009106379002332687,0.01209411583840847,0.029807129874825478,0.023583102971315384,0.027828508988022804,0.017493052408099174
0.00760089373216033,0.011545567773282528,0.028340809047222137,0.02324202097952366,0.02459002658724785,0.017369525507092476
0.007434644270688295,0.010950163006782532,0.0277258288115263,0.023016776889562607,0.024100016802549362,0.01687150076031685
0.0070801787078380585,0.009506236761808395,0.025513486936688423,0.022965459153056145,0.02310694381594658,0.01649552211165428
0.00653008371591568,0.009277712553739548,0.02434622123837471,0.02227046899497509,0.02192194014787674,0.01552446186542511
0.005214289762079716,0.00890609622001648,0.0239894837141037,0.021068589761853218,0.020336752757430077,0.015383010730147362
0.005033324006944895,0.008812783285975456,0.023438939824700356,0.020354600623250008,0.020207345485687256,0.01505332998931408
0.004874573554843664,0.008742210455238819,0.022664649412035942,0.019974514842033386,0.020144518464803696,0.014332550577819347
0.0047599999234080315,0.008577059954404831,0.021631987765431404,0.019431009888648987,0.019725028425455093,0.012983101420104504
0.004467349499464035,0.008456590585410595,0.02070198394358158,0.018498115241527557,0.0186323132365942,0.01250522956252098
0.0043639629147946835,0.008379597216844559,0.020034009590744972,0.018309462815523148,0.01786503568291664,0.012484591454267502
0.004259264096617699,0.00829508900642395,0.02002679742872715,0.018008306622505188,0.0178235974162817,0.012046977877616882
0.004241230431944132,0.007539733313024044,0.019232844933867455,0.01797868311405182,0.017374027520418167,0.011559300124645233
